BLD_CODE,SCH_NAME,TYPE,TOTAL_BUDGET,NOR_DATA
X451,X000 - BRONX,OTHER,66578,45
X455,HARRY S. TRUMAN HS - X,OTHER,1053994,709
X456,HARRY S. TRUMAN HS - X,OTHER,9267647,6232
X460,"BRONX SCHOOL FOR LAW, GOVERNME",OTHER,39676,27
X465,EAGLE ACADEMY FOR YOUNG MEN -,OTHER,200000,134
X469,X000 - BRONX,ROOF,960000,646
X470,UNIVERSITY HEIGHTS HS - BRONX,OTHER,4241668,2853
X471,UNIVERSITY HEIGHTS HS - BRONX,OTHER,9888882,6650
X472,P.S. 246 - BRONX,OTHER,9231215,6208
X478,P.S. 65 - BRONX,OTHER,10628915,7148
X481,P.S. 205 - BRONX,OTHER,8099394,5447
X482,BRONX HS FOR THE VISUAL ARTS,OTHER,24130000,16227
X484,3K CENTER @ WEST FARMS ROAD,OTHER,11377801,7652
X498,P.S. / I.S. 498 - BRONX,OTHER,65237,44
X498,P.S. / I.S. 498 - BRONX,ROOF,26902,18
X600,ALFRED E. SMITH HS - X,OTHER,12242527,8233
X650,JANE ADDAMS VOC HS - X,OTHER,50000,34
X650,SCHL FOR TOURISM AND HOSPITALY,OTHER,4342438,2920
X650,SCHOOL FOR TOURISM AND HOSPITA,OTHER,24249,16
X655,HERO HIGH HS,OTHER,2288441,1539
X655,MOTT HAVEN COMMUNITY HIGH SCHO,OTHER,70000,47
X655,SAMUEL GOMPERS VOC HS - X,FLOOD,4415767,2970
X660,CROTONA INTERNATIONAL HIGH SCH,OTHER,62000,42
X660,HIGH SCHOOL FOR ENERGY AND TEC,OTHER,110040,74
X660,HS FOR ENERGY AND TECH - X,OTHER,445031,299
X701,X723 SPED - BRONX,OTHER,425000,286
X730,BX CHARTER SCH FOR THE ARTS -,OTHER,205000,138
X778,BRONX HS FOR THE VISUAL ARTS -,OTHER,100000,67
X790,BRONX LEADERSHIP ACADEMY II HS,OTHER,153871,103
X790,NEW EXPLORERS HIGH SCHOOL - BR,OTHER,124058,83
X807,DOE ADMINISTRATIVE OFFICE - X,OTHER,2281085,1534
X817,X010 SPED - BRONX,OTHER,61524,41
X819,P.S. 207 - BRONX,OTHER,827346,556
X826,P.S. 226 - BRONX,OTHER,145382,98
X834,X352 SPED - BRONX,OTHER,1389172,934
X842,P.S. 344 - BRONX,OTHER,731611,492
X843,P.S. 246 - BRONX,FLOOD,16149825,10861
X843,P.S. 246 - BRONX,OTHER,794858,535
X859,P.S. 315 - BRONX,OTHER,30175,20
X862,MOTT HALL CHARTER SCHOOL,OTHER,145875,98
X884,COMM HS FOR SOCIAL JUSTICE - X,OTHER,74429,50
X884,HEALTH OPPORTUNITIES (HS LVL),OTHER,250000,168
X886,P.S. 307 - BRONX,OTHER,159000,107
X953,CONTINUING EDUCATION PROGRAM,OTHER,40000,27
X953,CONTINUING EDUCATION PROGRAM -,OTHER,185000,124
X970,MOTT HALL BRONX HS - BRONX,OTHER,17625,12
X970,VALIDUS PREPRATORY ACADEMY -X,OTHER,149500,101
X973,E BRONX ACADMY FOR THE FUTURE,OTHER,248354,167
XA21,X000 - BRONX,OTHER,70000,47
XABC,FAMILY LIFE ACADEMY CHARTER SC,OTHER,50000,34
XAEE,X000 - BRONX,OTHER,35000,24
XATI,LEGACY COLLEGE PREPARATORY - B,OTHER,50000,34
